total_cost,total_emission,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12
19455.373,3909.96289,118.102745,83.039978,81.6530609,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,114.490707,82.2198792
19450.1348,3911.54932,120.321144,83.8981552,82.581665,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,112.250603,80.4548645
19453.5762,3910.50488,120.927856,82.0845566,81.3574829,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,113.671715,81.4650345
19453.4414,3910.54907,119.910538,81.5583191,82.9011078,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,113.671715,81.4650345
19449.6152,3911.70874,120.544243,82.6631393,83.9638672,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,113.671715,78.6635971
19453.5742,3910.50513,120.925079,81.8631134,81.5815887,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,113.671715,81.4650345
19448.8496,3911.9458,123.224266,82.0039902,82.749527,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,113.671715,77.8569717
19453.3535,3910.56934,119.293037,82.6582642,82.4184036,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,113.671715,81.4650345
19446.1738,3912.76855,121.920547,84.0243988,83.8858719,179.999374,179.999649,179.999573,179.997787,179.99498,179.999588,119.999222,119.999512,110.461578,79.2178345
19450.8184,3911.33716,120.526978,82.9510498,82.833374,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,113.348289,79.8469315
19510.8184,3894.8418,100.015518,70.7635651,70.9524994,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,117.775719
19510.6934,3894.875,99.137146,70.8145676,71.7797775,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,117.775719
19512.4473,3894.44043,99.1744995,70.7164917,70.6194229,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,118.996872
19425.8184,3919.30908,128.503113,88.5750885,88.2707825,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,75.4069901
19426.0938,3919.21558,130.604614,87.3761444,87.3682175,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,75.4069901
19417.6914,3922.02368,132.920319,89.9048462,88.8553467,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.7616348,70.0643539
19422.1602,3920.52441,130.854523,89.6912384,87.70401,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.1804199,74.0762329
19415.6523,3922.72534,132.858902,89.5477982,90.7553177,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.7616348,68.5828934
19414.9238,3922.96924,133.738846,89.9401321,90.1029892,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.2162399,68.5082779
19415.8047,3922.66846,134.068298,90.5705795,88.5231857,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.7616348,68.5828934
19415.6035,3922.74023,132.513184,91.614563,89.0341797,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.7616348,68.5828934
19415.7324,3922.69263,133.49234,89.7066879,89.96315,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.7616348,68.5828934
19411.3359,3924.19971,134.839615,91.175415,90.4747238,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.7616348,65.2552032
19418.8066,3921.65186,133.52565,88.6242294,88.7788773,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.7616348,70.8161545
19423.2559,3920.15771,130.9897,89.3232422,87.1440582,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.7616348,74.2877808
19423.2051,3920.17505,130.587067,89.4465332,87.423645,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.7616348,74.2877808
19423.1738,3920.18506,130.331116,88.5995941,88.5264282,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.7616348,74.2877808
19423.2207,3920.16748,130.716217,89.1144943,87.6263428,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.7616348,74.2877808
19423.1484,3920.19238,130.161469,89.3772354,87.918335,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.7616348,74.2877808
19423.207,3920.17236,130.605713,89.0496063,87.8018265,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.7616348,74.2877808
19425.752,3919.33716,127.970055,88.8584061,88.5206146,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,75.4069901
19425.9238,3919.27026,129.311752,87.9787903,88.0583267,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,75.4069901
19425.7988,3919.31689,128.355423,88.511116,88.4822922,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,75.4069901
19425.6582,3919.36108,129.455643,87.5792618,88.5209122,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,75.2000198
19426.0957,3919.21533,130.616272,87.3432922,87.3894501,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,75.4069901
19424.7227,3919.6709,131.33226,87.5031891,87.5773163,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,74.3433838
19425.9043,3919.27588,129.172775,88.6154099,87.56073,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,75.4069901
19426.1074,3919.21045,130.72644,87.4807129,87.1417618,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,75.4069901
19420.7051,3921.01831,133.048401,88.3837738,88.094223,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,96.6218719,73.3584213
19420.5137,3921.08008,131.600449,90.1812592,87.7445831,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,96.6218719,73.3584213
19413.7773,3923.37817,135.075623,91.4652328,88.2333145,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,95.5303802,69.2021027
19421.8203,3920.63867,131.89296,89.4145966,87.283165,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.4010773,73.5146637
19420.1406,3921.20117,131.567139,88.8745041,89.3394241,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.4010773,72.3242416
19421.9941,3920.57935,131.808731,89.0686493,87.5806046,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.4010773,73.6474762
19416.1426,3922.56543,132.51915,91.869278,88.4007111,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,96.7509613,69.9664536
19419.0605,3921.57251,130.836807,89.7457886,89.927063,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,96.7509613,72.2457581
19404.7324,3926.53613,135.088364,93.9699097,92.3391113,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,94.318367,63.7906647
19398.0547,3928.92554,139.677216,92.6823196,94.406517,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.5981903,61.1421776
19407.0195,3925.73462,136.140503,94.0930557,89.5905151,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,94.318367,65.363945
19406.2852,3925.99194,135.930084,94.3019333,90.1098175,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,94.318367,64.8463821
19407.1133,3925.69385,136.84256,90.6315994,92.3501511,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,94.318367,65.363945
19407.3145,3925.62305,138.452026,90.8486786,90.5234909,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,94.318367,65.363945
19407.2617,3925.64429,138.006439,90.2816238,91.5362625,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,94.318367,65.363945
19407.0703,3925.71387,136.534531,93.7525253,89.5371094,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,94.318367,65.363945
19407.1836,3925.66406,137.447922,92.486496,89.8898315,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,94.318367,65.363945
19406.8945,3925.771,135.138123,91.9464417,92.7395859,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,94.318367,65.363945
19403.1133,3927.12109,140.42691,93.0336151,89.6215515,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,94.318367,62.1060486
19405.6562,3926.20776,135.329605,94.0686646,91.3453445,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,94.318367,64.4445648
19417.9492,3921.95581,134.228546,87.9686584,89.4433899,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,96.7509613,71.114975
19411.9941,3924.00415,132.354599,93.5584793,89.8847885,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,96.7509613,66.9575806
19417.5625,3922.07202,132.9422,89.6910934,89.1620407,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,96.7509613,70.9604111
19417.9336,3921.9563,134.151108,90.0432587,87.446167,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,96.7509613,71.114975
19419.0547,3921.58301,134.144363,89.8514709,86.8248825,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.0852356,71.6005478
19425.8125,3919.31201,128.45546,89.2740784,87.6194077,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,75.4069901
19425.7852,3919.32153,128.251434,88.9826889,88.1147308,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,75.4069901
19426.0801,3919.21777,130.521088,87.8790817,86.9487076,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,75.4069901
19419.4395,3921.43384,131.45694,89.6290665,89.1811905,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.0923767,71.1469955
19417.4609,3922.11572,130.808029,90.9543076,89.8980026,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,97.2355728,70.6105118
19426.1973,3919.18628,131.397293,87.2871628,86.6645355,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,75.4069901
19423.4746,3920.09155,129.531006,88.9017105,88.7457886,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,96.9211349,75.4069901
19425.8848,3919.2832,129.020844,88.7628021,87.5652847,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,75.4069901
19426.166,3919.19946,131.157089,88.4395981,85.7522507,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,75.4069901
19422.7773,3920.31201,131.397873,88.2512741,88.176796,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,98.7505722,72.9299011
19406.2422,3926.01782,137.873871,91.4015198,91.4073563,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,86.8839874,71.9396515
19507.0684,3895.7749,100.426239,71.6659012,72.3023911,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,115.112656
19507.0449,3895.78076,100.249512,72.2079086,71.9373627,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,115.112656
19507.1406,3895.75488,100.932526,72.1681213,71.2939377,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,115.112656
19307.1348,3994.92822,195.304047,126.786568,115.471039,177.239746,179.999649,179.999573,177.126785,179.998779,179.999588,57.6200752,117.306412,56.2557182,56.392067
19310.3809,3990.37061,181.554077,127.875542,121.700165,176.32399,179.730377,179.999573,179.36116,177.734879,179.999588,62.1796532,119.999512,56.0261459,57.0153542
19449.8242,3911.64722,120.909409,83.2859955,82.9107513,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,110.812874,81.5874405
19252.2285,4083.22437,248.755722,151.401688,151.062149,176.207855,175.931274,171.571686,174.546661,176.024475,179.999588,41.8463936,40.9953117,55.5060387,55.6512489
19252.6797,4079.73486,228.322037,152.428879,162.004837,176.01767,179.999649,173.844833,179.997787,174.21405,179.377731,41.7818069,40.6925697,55.3885307,55.4297485
19409.7168,3924.79053,134.576706,92.8619003,90.3188019,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.4064941,70.3424683
19408.8848,3925.09302,135.044556,90.5231171,92.8458252,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,69.4488831
19411.7129,3924.10645,136.812378,89.3795395,90.3201752,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,71.3503799
19405.6152,3926.23486,139.485687,91.3078613,90.417366,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,66.6514664
19409.2344,3924.95679,135.21759,91.0005951,91.9491806,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,69.694931
19411.5039,3924.16455,135.230072,91.3005371,89.9815903,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,71.3503799
19406.4941,3925.92285,134.922974,93.3569946,91.8710556,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.0529251,68.3026199
19410.1855,3924.63281,134.463394,90.7830048,92.1595078,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,70.4565811
19411.4219,3924.19189,134.604462,91.3179779,90.589447,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,71.3503799
19408.4609,3925.23096,134.569717,93.2368622,90.8641434,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,69.1917191
19406.2969,3925.99121,134.928421,92.9031219,92.4560928,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,67.5748138
19408.5664,3925.18799,135.377243,91.5693207,91.7242813,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,69.1917191
19408.8906,3925.08911,137.897293,91.8748245,88.898735,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,69.1917191
19404.2695,3926.70361,138.693466,91.1104584,92.316925,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,65.741539
19408.2363,3925.30469,135.242523,91.7096863,91.9472198,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,68.9631271
19409.3613,3924.90723,135.664932,92.0736923,90.3757095,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,69.7480698
19404.7891,3926.51929,137.330811,93.8939667,90.3854446,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,66.2521362
19400.2266,3928.15454,138.42392,93.3153152,93.4022217,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,86.5908127,67.774147
19403.2988,3927.06006,137.377319,92.5628662,92.8558197,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,86.5908127,70.1197357
19400.2051,3928.17041,137.421967,94.1145401,93.5311203,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,86.5908127,67.848259
19403.4824,3926.99268,138.840088,92.3312988,91.6245117,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,86.5908127,70.1197357
19403.4766,3926.99658,138.778687,91.8715134,92.1456223,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,86.5908127,70.1197357
19417.9824,3921.9519,131.872299,89.7371674,89.8722458,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,76.3807449
19416.0781,3922.60132,133.442932,89.8256454,89.7727051,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,90.0844803,76.3807449
19413.8574,3923.35767,134.173706,91.5382004,88.9858551,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,73.1648102
19396.3379,3929.57227,142.810333,92.709137,92.8864288,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,86.4862061,64.614418
19402.4863,3927.3501,138.123993,94.0161133,91.3197174,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,86.4862061,69.5605316
19396.5332,3929.49146,140.36731,94.1397552,93.5608139,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,84.4108429,67.027771
19416.25,3922.53784,132.908249,89.8428574,90.0865479,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,75.0246964
19417.9707,3921.95557,131.797913,90.7188873,88.96492,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,76.3807449
19412.0859,3923.97485,135.706406,91.9568405,88.469429,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,71.7296753
19412.0391,3923.97925,135.356445,90.5855103,90.1907654,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,91.644104,71.7296753
19408.4375,3925.24146,136.764587,92.3265915,89.8409348,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,89.3356552,71.2386627
19401.1562,3927.823,140.860687,92.4202194,91.3639526,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,89.095932,65.7658386
19408.916,3925.07202,136.684341,92.1098251,89.7705078,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,89.9369965,71.0048447
19408.6523,3925.1687,134.582474,92.2314453,91.7509613,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,89.9369965,71.0048447
19408.9258,3925.06787,136.756973,91.9052811,89.9024124,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,89.9369965,71.0048447
19489.0723,3900.41992,106.947968,75.4342346,75.2961655,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,101.828987
19489.2129,3900.38306,107.965126,75.2440567,74.4691162,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,101.828987
19488.8457,3900.48608,106.496017,76.8395844,74.4599838,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,101.71154
19505.7363,3896.10767,101.885406,72.3075714,71.2794647,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,114.034866
19501.459,3897.19019,103.534088,73.0618591,72.0355682,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,110.875671
19514.4355,3894.00586,102.938026,68.5379562,68.0312042,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,119.999962
19514.2539,3894.02441,101.722588,69.0535202,68.7310944,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,119.999962
19493.2754,3899.30762,105.907761,74.2727814,74.4336243,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.892982
19493.2949,3899.3042,106.025902,75.0113297,73.5771561,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.892982
19493.2227,3899.32202,105.521881,75.052063,74.0403824,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.892982
19493.2637,3899.31128,105.807953,74.7207794,74.0857315,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.892982
19493.3496,3899.28955,106.422363,74.27742,73.9145813,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.892982
19510.8828,3894.82642,99.985817,71.4592361,70.2396164,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,117.822586
19375.6211,3937.39355,148.901642,98.0227127,97.6067429,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,69.7173157,65.2581558
19372.25,3938.71484,148.136871,99.1392593,99.6894836,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,69.6928635,62.8480873
19375.5918,3937.40698,148.635361,97.8063812,98.0894165,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,69.7173157,65.2581558
19375.3828,3937.48999,146.963669,99.5950241,97.9723587,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,69.7173157,65.2581558
19227.9004,4202.27588,333.2211,180.031693,193.08577,107.334335,164.967056,130.503464,179.443268,166.11145,150.988266,40.6336746,41.9919853,55.2234001,55.9644737
19226.9668,4207.56738,333.847076,182.887589,196.00795,112.731514,164.87178,121.257721,179.97316,167.668503,145.746872,43.0680923,40.7753563,55.5288429,55.1355133
19229.4238,4196.78076,327.535492,191.194626,184.267426,103.745079,169.032547,131.900177,175.386902,170.089722,149.013626,44.7527122,41.1230278,55.7116623,55.7469749
19492.293,3899.56738,105.834305,75.244339,74.2228699,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.20591
19488.4238,3900.59619,107.855988,74.5312042,75.8365784,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,101.283371
19492.3418,3899.55322,106.198875,74.8423309,74.2601852,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.20591
19492.4453,3899.52637,106.957703,74.2774734,74.0660172,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.20591
19500.252,3897.49927,103.272377,72.7732697,73.4059753,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,110.055588
19500.2832,3897.4917,103.473694,73.6872635,72.2908401,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,110.055588
19496.9414,3898.35376,105.458694,73.2086868,73.3257904,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,107.51413
19496.8145,3898.38623,104.548996,73.3972244,74.0470734,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,107.51413
19496.8457,3898.37744,104.770958,74.3619385,72.8602371,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,107.51413
19477.4707,3903.57617,112.217827,77.3368683,76.8400345,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,93.1126022
19477.3887,3903.59766,111.62851,77.4466705,77.3196716,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,93.1126022
19396.7695,3929.42212,141.248581,93.5050278,93.2856216,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,80.931366,70.5359955
19391.4004,3931.39478,142.721283,93.9527283,95.4628296,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,80.142662,67.2268677
19385.3652,3933.63794,144.644669,96.0425415,96.0901566,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,78.9760895,63.753109
19387.1602,3932.96924,142.924194,96.3359604,96.0451355,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,78.3708878,65.8302841
19391.4531,3931.36743,142.65036,94.3600922,95.0654526,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,80.931366,66.4992752
19500.7598,3897.3689,103.136612,73.4977036,72.4499588,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,110.423088
19498.9355,3897.83691,104.175537,73.296875,72.9936218,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,109.041435
19498.8379,3897.86133,103.482635,73.7590179,73.2241287,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,109.041435
19209.9277,4526.99561,475.035889,237.296753,242.900879,104.824135,137.231079,105.932289,139.68898,62.2753296,100.722588,41.7118683,40.8629913,55.7442665,55.2729111
19513.7031,3894.13452,97.8937454,71.2038116,70.4096222,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,119.999962
19502.6816,3896.87866,102.757164,72.666748,72.2737656,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,111.809708
19497.3926,3898.2395,105.436462,73.96978,72.2696762,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,107.831413
19497.2695,3898.26587,104.585274,73.7433624,73.3472061,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,107.831413
19495.0703,3898.83887,104.495316,74.4986572,74.2189636,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,106.294296
19498.4785,3897.95581,104.55558,72.772789,73.4949417,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,108.68399
19493.0957,3899.35571,105.692703,75.1966095,73.8318329,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.786095
19493.043,3899.36963,105.323914,74.8177109,74.5796509,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,104.786095
19502.2168,3896.99829,103.142311,72.2477875,72.671875,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,111.445473
19502.209,3896.99951,103.107483,72.1230087,72.8311996,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,111.445473
19513.5195,3894.17798,98.6689758,70.6995544,70.343811,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,119.79496
19512.7578,3894.36499,99.4208527,70.6887054,70.2093048,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,119.188522
19512.6836,3894.38574,98.870224,71.6101074,69.8384247,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,119.188522
19512.7344,3894.37036,99.2516403,70.7481308,70.318985,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,119.999237,119.188522
19379.0508,3936.06372,146.20134,98.5718002,96.9361649,179.999374,179.999649,179.999573,179.997787,179.998779,179.999588,119.999222,119.999512,71.7236099,66.0736237
